97 Marquette Avenue,Arvada,CO,United States,52.10,39.8422,-105.1097,true,888,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3,1
7825 Logan Point,Los Angeles,CA,United States,55.54,33.7866,-118.2987,false,889,Fusce consequat. Nulla nisl. Nunc nisl.,5,2
32 Helena Avenue,Saint Louis,MO,United States,34.02,38.6531,-90.2435,true,890,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",5,1
1 Lotheville Lane,Hartford,CT,United States,107.89,41.7691,-72.701,false,891,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,3,1
62 Upham Plaza,Worcester,MA,United States,93.82,42.2894,-71.7888,true,892,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",3,1
8 Forest Run Parkway,Washington,DC,United States,95.71,38.8933,-77.0146,true,893,"Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus.",3,3
79 Muir Junction,San Jose,CA,United States,62.63,37.31,-121.9011,false,894,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1,2
1 Lotheville Pass,Cincinnati,OH,United States,108.41,39.1668,-84.5382,false,895,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,4,2
72 Mockingbird Drive,Louisville,KY,United States,73.01,38.2306,-85.7905,false,896,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1,1
68 Anderson Avenue,Portland,OR,United States,48.04,45.5806,-122.3748,false,897,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",1,2
0383 Schiller Park,Amarillo,TX,United States,60.14,35.1885,-101.8165,true,898,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",5,3
73 Londonderry Junction,Stamford,CT,United States,50.47,41.0516,-73.5143,true,899,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2,2
3 Commercial Alley,North Port,FL,United States,77.20,27.0459,-82.2491,true,900,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",3,3
9 Hoffman Hill,Cumming,GA,United States,25.67,34.2216,-84.1537,true,901,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2,2
47899 Randy Point,Phoenix,AZ,United States,90.47,33.4724,-112.1832,true,902,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",1,3
47323 Dorton Alley,Washington,DC,United States,38.64,38.8933,-77.0146,true,903,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,4,3
15769 Kipling Drive,Montgomery,AL,United States,75.18,32.2334,-86.2085,false,904,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,4,1
088 Sauthoff Place,Orlando,FL,United States,99.30,28.5679,-81.3258,true,905,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,5,3
7 Center Road,Santa Monica,CA,United States,65.81,33.7866,-118.2987,true,906,"Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est. Donec odio justo, sollicitudin ut, suscipit a, feugiat et, eros.",3,3
5358 Redwing Terrace,Topeka,KS,United States,116.93,39.0429,-95.7697,true,907,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,3,3
91 Hanover Terrace,Spring,TX,United States,31.35,30.1288,-95.4239,true,908,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",3,3
2 Lighthouse Bay Lane,Denver,CO,United States,76.11,39.7388,-104.4083,false,909,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,1,2
008 John Wall Way,Pensacola,FL,United States,95.90,30.6143,-87.2758,true,910,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,4,3
66144 Ludington Alley,Memphis,TN,United States,115.20,35.2017,-89.9715,false,911,"Curabitur in libero ut massa volutpat convallis. Morbi odio odio, elementum eu, interdum eu, tincidunt in, leo. Maecenas pulvinar lobortis est.",1,3
28 Merrick Lane,Metairie,LA,United States,54.56,29.6779,-90.0901,true,912,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",5,2
5233 La Follette Court,Tucson,AZ,United States,52.51,31.9701,-111.8907,true,913,Sed ante. Vivamus tortor. Duis mattis egestas metus.,1,3
3200 Mcbride Pass,Littleton,CO,United States,92.25,39.5437,-104.9691,true,914,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",1,2
830 Browning Drive,Seattle,WA,United States,114.61,47.6151,-122.3447,false,915,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",1,1
2 Randy Drive,Salem,OR,United States,104.39,44.9364,-123.0381,false,916,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,5,2
30464 Banding Road,Los Angeles,CA,United States,66.10,34.0434,-118.2716,true,917,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,4,1
75792 Pine View Parkway,Fairfield,CT,United States,78.33,41.1928,-73.2402,true,918,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,1,3
794 Moland Crossing,New York City,NY,United States,96.79,40.7808,-73.9772,true,919,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,5,2
10 Novick Place,Atlanta,GA,United States,53.73,33.8444,-84.474,false,920,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",4,3
3 Quincy Road,Houston,TX,United States,103.81,29.7543,-95.3609,false,921,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",5,3
3 Vidon Lane,Honolulu,HI,United States,71.42,21.2811,-157.8266,true,922,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,4,2
10705 American Pass,Houston,TX,United States,74.91,29.834,-95.4342,false,923,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",1,2
54712 Bashford Plaza,Lexington,KY,United States,62.69,38.0283,-84.4715,false,924,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,5,3
24 Shoshone Park,Chicago,IL,United States,104.12,41.993,-87.7596,true,925,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",2,1
45 Kinsman Terrace,Tacoma,WA,United States,33.24,47.0662,-122.1132,true,926,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",3,1
7052 Gina Road,Nashville,TN,United States,93.78,36.1866,-86.7852,true,927,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,1,2
727 Westridge Junction,Kansas City,MO,United States,77.37,39.035,-94.3567,false,928,Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit.,4,3
729 Onsgard Center,Fort Lauderdale,FL,United States,92.64,26.1219,-80.1436,false,929,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",3,3
99 Del Mar Street,Kansas City,MO,United States,53.90,39.1042,-94.4923,false,930,"Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh.",2,3
52 Stang Point,Tacoma,WA,United States,76.50,47.2061,-122.4822,true,931,"Curabitur gravida nisi at nibh. In hac habitasse platea dictumst. Aliquam augue quam, sollicitudin vitae, consectetuer eget, rutrum at, lorem.",4,2
1 Welch Park,Portsmouth,NH,United States,101.35,43.0059,-71.0132,false,932,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1,1
0908 1st Trail,Jacksonville,FL,United States,113.31,30.329,-81.8176,false,933,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1,1
89452 Kinsman Street,Washington,DC,United States,61.12,38.9381,-77.086,false,934,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,4,1
300 Homewood Junction,Saint Cloud,MN,United States,70.82,45.5289,-94.5933,true,935,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",3,3
48 Westridge Lane,Fresno,CA,United States,83.28,36.7464,-119.6397,false,936,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem.",4,2
7 Independence Junction,Madison,WI,United States,75.25,43.0696,-89.4239,false,937,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",5,3
86 Mosinee Alley,Garden Grove,CA,United States,92.63,33.783,-118.0256,false,938,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",5,2
87 Buena Vista Center,Gainesville,FL,United States,43.19,29.6813,-82.3539,false,939,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",5,2
95957 Straubel Plaza,San Antonio,TX,United States,53.51,29.4375,-98.4616,false,940,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,4,3
34767 Victoria Road,Washington,DC,United States,74.79,38.9,-77.0369,false,941,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",1,3
7823 Roth Court,Philadelphia,PA,United States,30.63,39.9473,-75.15,true,942,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,2,2
8157 Heffernan Hill,Worcester,MA,United States,38.73,42.2492,-71.8108,false,943,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,3,3
474 Pepper Wood Trail,Cleveland,OH,United States,86.81,41.6857,-81.6728,true,944,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",2,3
85444 Del Mar Junction,Washington,DC,United States,72.35,38.8933,-77.0146,true,945,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,5,2
93488 Lillian Park,West Palm Beach,FL,United States,46.69,26.6644,-80.1741,false,946,"Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus.",2,3
362 Dryden Lane,Peoria,IL,United States,73.72,40.7442,-89.7184,false,947,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1,2
235 Atwood Parkway,Phoenix,AZ,United States,102.77,33.2765,-112.1872,true,948,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,3,3
6 Lyons Avenue,El Paso,TX,United States,52.38,31.6948,-106.3,false,949,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",2,2
1257 Valley Edge Park,Melbourne,FL,United States,31.78,28.3067,-80.6862,true,950,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",2,1
38 Thierer Crossing,Miami,FL,United States,85.08,25.9441,-80.2144,false,951,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1,2
5880 Commercial Street,Tampa,FL,United States,62.30,28.1147,-82.3678,true,952,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",3,3
78 Sauthoff Trail,Winston Salem,NC,United States,34.45,36.0275,-80.2073,true,953,Phasellus in felis. Donec semper sapien a libero. Nam dui.,3,1
869 Service Road,Lexington,KY,United States,77.68,38.0283,-84.4715,false,954,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",5,1
0 Sunnyside Road,Colorado Springs,CO,United States,52.29,38.8881,-104.6556,true,955,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,4,2
65 Bartelt Way,New York City,NY,United States,30.56,40.7808,-73.9772,true,956,Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,3,1
3925 Memorial Plaza,New Hyde Park,NY,United States,99.42,40.7548,-73.6018,true,957,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,3,2
0 Muir Junction,Richmond,VA,United States,33.46,37.5593,-77.4471,false,958,Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.,1,2
50 Holmberg Center,Petaluma,CA,United States,36.20,38.4631,-122.99,false,959,"Vestibulum quam sapien, varius ut, blandit non, interdum in, ante. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Duis faucibus accumsan odio. Curabitur convallis.",4,2
82846 Rigney Parkway,Los Angeles,CA,United States,35.11,33.7866,-118.2987,false,960,"Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin risus. Praesent lectus.",2,3
3199 Lindbergh Junction,New Castle,PA,United States,26.43,40.9897,-80.3084,false,961,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,2,1
005 Tomscot Park,Spartanburg,SC,United States,25.69,35.1114,-82.1055,false,962,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",1,3
6983 South Hill,Austin,TX,United States,70.62,30.3264,-97.7713,true,963,Nullam porttitor lacus at turpis. Donec posuere metus vitae ipsum. Aliquam non mauris.,1,2
60646 Bluestem Trail,Portland,ME,United States,90.37,43.6783,-70.1987,true,964,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",2,3
353 Autumn Leaf Park,Youngstown,OH,United States,80.27,41.0704,-80.6931,true,965,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",5,1
0015 Aberg Center,Houston,TX,United States,76.69,29.8159,-95.523,false,966,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",2,2
1 Londonderry Crossing,Fairfield,CT,United States,103.22,41.1928,-73.2402,true,967,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2,1
61828 Petterle Center,Austin,TX,United States,105.68,30.3264,-97.7713,false,968,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",3,1
4351 Old Shore Point,Van Nuys,CA,United States,65.71,33.7866,-118.2987,true,969,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",5,2
0 Service Road,Sarasota,FL,United States,32.58,27.2866,-82.477,true,970,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,1,1
8 Springview Road,Decatur,GA,United States,45.96,33.7749,-84.3046,true,971,"Curabitur at ipsum ac tellus semper interdum. Mauris ullamcorper purus sit amet nulla. Quisque arcu libero, rutrum ac, lobortis vel, dapibus at, diam.",2,2
7 Lien Court,Oklahoma City,OK,United States,48.97,35.5704,-97.5257,false,972,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4,1
4484 Miller Street,Albuquerque,NM,United States,103.50,35.0512,-106.7269,false,973,Integer ac leo. Pellentesque ultrices mattis odio. Donec vitae nisi.,3,3
990 Carpenter Way,Erie,PA,United States,51.42,42.1109,-80.1534,false,974,In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus.,3,2
9147 Pepper Wood Alley,Worcester,MA,United States,115.58,42.2894,-71.7888,true,975,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",5,3
4 Manitowish Crossing,Columbia,SC,United States,59.66,34.006,-80.9708,false,976,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",3,2
4969 Westport Way,Buffalo,NY,United States,118.05,42.9255,-78.7481,true,977,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,5,3
9 Oneill Terrace,Lexington,KY,United States,83.09,38.0283,-84.4715,false,978,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,2,1
9 Anhalt Pass,Denver,CO,United States,75.32,39.734,-105.0259,true,979,"Mauris enim leo, rhoncus sed, vestibulum sit amet, cursus id, turpis. Integer aliquet, massa id lobortis convallis, tortor risus dapibus augue, vel accumsan tellus nisi eu orci. Mauris lacinia sapien quis libero.",2,2
643 Derek Hill,Chicago,IL,United States,28.84,41.8119,-87.6873,true,980,In congue. Etiam justo. Etiam pretium iaculis justo.,5,1
2749 Valley Edge Alley,Dallas,TX,United States,56.27,32.8756,-96.7495,false,981,Nullam sit amet turpis elementum ligula vehicula consequat. Morbi a ipsum. Integer a nibh.,4,2
6888 Transport Park,Honolulu,HI,United States,28.46,21.351,-157.8795,false,982,Suspendisse potenti. In eleifend quam a odio. In hac habitasse platea dictumst.,4,1
1 Continental Street,Virginia Beach,VA,United States,62.64,36.7957,-76.0126,false,983,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",5,3
2 Vahlen Point,Salt Lake City,UT,United States,33.65,40.7259,-111.9394,false,984,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",3,1
0 Bobwhite Court,Fullerton,CA,United States,58.17,33.8994,-117.9063,false,985,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",2,1
87781 Lien Court,Nashville,TN,United States,86.89,36.1866,-86.7852,false,986,"Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",2,1
12 Bunting Alley,Pasadena,CA,United States,95.59,34.1669,-118.1551,true,987,"Duis bibendum, felis sed interdum venenatis, turpis enim blandit mi, in porttitor pede justo eu massa. Donec dapibus. Duis at velit eu est congue elementum.",1,2
796 Gina Drive,Richmond,VA,United States,82.50,37.4011,-77.4615,false,988,"Vestibulum ac est lacinia nisi venenatis tristique. Fusce congue, diam id ornare imperdiet, sapien urna pretium nisl, ut volutpat sapien arcu sed augue. Aliquam erat volutpat.",3,2
22676 Shelley Point,Baton Rouge,LA,United States,86.34,30.486,-91.1481,true,989,Integer tincidunt ante vel ipsum. Praesent blandit lacinia erat. Vestibulum sed magna at nunc commodo placerat.,4,3
215 Sycamore Road,Saint Paul,MN,United States,42.66,44.9608,-93.1216,true,990,"Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",4,3
3 Homewood Hill,Los Angeles,CA,United States,112.40,33.7866,-118.2987,true,991,Nulla ut erat id mauris vulputate elementum. Nullam varius. Nulla facilisi.,5,3
74675 Melody Circle,Cleveland,OH,United States,111.63,41.6857,-81.6728,false,992,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",1,1
39173 Kenwood Park,Greensboro,NC,United States,72.65,36.0777,-79.9086,true,993,"In hac habitasse platea dictumst. Morbi vestibulum, velit id pretium iaculis, diam erat fermentum justo, nec condimentum neque sapien placerat ante. Nulla justo.",5,3
6521 Lakeland Way,Buffalo,NY,United States,112.54,42.9335,-78.8115,false,994,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",5,1
3 Anthes Lane,Sacramento,CA,United States,76.37,38.3774,-121.4444,true,995,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,5,2
77221 Bayside Terrace,Akron,OH,United States,60.64,41.076,-81.4644,true,996,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",1,1
114 Green Ridge Pass,Cincinnati,OH,United States,28.56,39.0706,-84.4179,false,997,"In sagittis dui vel nisl. Duis ac nibh. Fusce lacus purus, aliquet at, feugiat non, pretium quis, lectus.",5,1
8 Hintze Parkway,New York City,NY,United States,108.35,40.7808,-73.9772,true,998,Maecenas ut massa quis augue luctus tincidunt. Nulla mollis molestie lorem. Quisque ut erat.,2,2
04 Northwestern Terrace,Decatur,IL,United States,75.58,39.854,-88.9815,true,999,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui.",2,1
47 Claremont Drive,Houston,TX,United States,84.48,30.0167,-95.447,true,1000,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",3,1
26 Karstens Parkway,Camden,NJ,United States,35.19,39.9186,-75.1078,false,1,Duis consequat dui nec nisi volutpat eleifend. Donec ut dolor. Morbi vel lectus in quam fringilla rhoncus.,4,3
46 Blue Bill Park Park,Phoenix,AZ,United States,104.62,33.2765,-112.1872,false,2,"Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue. Vivamus metus arcu, adipiscing molestie, hendrerit at, vulputate vitae, nisl.",2,3
10 Corben Park,Charleston,WV,United States,103.05,38.4142,-81.7582,true,3,"Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam. Suspendisse potenti.",4,3
779 Jay Park,Austin,TX,United States,75.18,30.2166,-97.8508,false,4,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",1,3
587 Briar Crest Road,Reno,NV,United States,43.50,39.7699,-119.6027,true,5,Duis bibendum. Morbi non quam nec dui luctus rutrum. Nulla tellus.,1,1
0604 Cottonwood Pass,Irvine,CA,United States,84.57,33.6462,-117.8398,false,6,Aliquam quis turpis eget elit sodales scelerisque. Mauris sit amet eros. Suspendisse accumsan tortor quis turpis.,3,1
95 Donald Crossing,Naples,FL,United States,37.58,26.134,-81.7953,false,7,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",1,1
0004 Lotheville Lane,Long Beach,CA,United States,62.02,33.7678,-118.1994,true,8,"Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus. Nulla suscipit ligula in lacus.",5,1
48 Donald Pass,Littleton,CO,United States,97.59,39.5437,-104.9691,false,9,"Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis. Ut at dolor quis odio consequat varius.",3,1
8303 Nova Alley,Dallas,TX,United States,69.59,32.7673,-96.7776,true,10,"Praesent blandit. Nam nulla. Integer pede justo, lacinia eget, tincidunt eget, tempus vel, pede.",1,1
1 Hallows Way,San Jose,CA,United States,56.42,37.3378,-121.8908,true,11,"Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Donec pharetra, magna vestibulum aliquet ultrices, erat tortor sollicitudin mi, sit amet lobortis sapien sapien non mi. Integer ac neque.",3,1
9008 Hudson Plaza,Irving,TX,United States,104.16,32.8479,-96.974,true,12,In quis justo. Maecenas rhoncus aliquam lacus. Morbi quis tortor id nulla ultrices aliquet.,2,2
9 Prairie Rose Hill,Lawrenceville,GA,United States,46.60,33.9367,-83.9573,true,13,"Morbi non lectus. Aliquam sit amet diam in magna bibendum imperdiet. Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis.",2,1
08 Rusk Trail,Saint Louis,MO,United States,51.17,38.6171,-90.4504,false,14,Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus.,1,3
0588 Mifflin Place,Oklahoma City,OK,United States,37.57,35.599,-97.6251,true,15,Aenean lectus. Pellentesque eget nunc. Donec quis orci eget orci vehicula condimentum.,1,2
2 Dunning Parkway,Vancouver,WA,United States,55.59,45.8016,-122.5203,false,16,"Proin eu mi. Nulla ac enim. In tempor, turpis nec euismod scelerisque, quam turpis adipiscing lorem, vitae mattis nibh ligula nec sem.",3,3
